,artist,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms
75,Clean Bandit,Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,2.03e-06,0.193,0.549,120.97,227833
76,Maroon 5,Animals,2bL2gyO6kBdLkNSkxXNh6x,0.279,0.742,4,-6.46,0,0.0898,0,0.593,0.328,189.868,231013
77,Jessie J,Bang Bang,0puf9yIluy9W0vpMEUoAnN,0.706,0.786,0,-3.417,0,0.091,0,0.38,0.751,150.028,199387
78,Sam Smith,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,0.677,0.485,5,-5.795,1,0.0361,2.04e-05,0.0766,0.493,82.001,239317
79,George Ezra,Budapest,7GJClzimvMSghjcrKxuf1M,0.714,0.451,5,-8.268,1,0.0276,0,0.108,0.406,127.787,200720
80,Sia,Elastic Heart,6kwAbEjseqBob48jCus7Sz,0.421,0.791,9,-4.998,1,0.0496,1.48e-05,0.146,0.499,130.075,257200
81,Ed Sheeran,Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.000464,0.0986,0.201,107.989,258987
82,Natalie La Rose,Somebody,7ioiB40H9xKs04QtIso2I3,0.83,0.52,0,-8.714,1,0.0376,1.25e-05,0.0656,0.735,104.99,189907
83,G.R.L.,Ugly Heart,3qqho4PnTn3zlMPBzWhFFD,0.65,0.786,9,-5.488,1,0.0463,0,0.323,0.446,124.96,198307
84,David Guetta,Bad (feat. Vassy) - Radio Edit,1Nivqu7wynKsgguBmgC6Vw,0.614,0.972,5,-3.927,0,0.088,0.0186,0.328,0.411,127.966,170625
85,Milky Chance,Stolen Dance,6vECYJHxYmm3Ydt3fF01pE,0.885,0.581,11,-8.813,1,0.0378,0.000204,0.0759,0.728,114.016,313684
86,Sia,Chandelier,4VrWlk8IQxevMvERoX08iC,0.399,0.787,1,-2.88,1,0.0499,6.07e-05,0.0685,0.572,117.089,216120
87,Ed Sheeran,Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0,0.184,0.591,78.998,281560
88,Nick Jonas,Jealous - Remix,6jHKJ5sennAgsNI6m15VO0,0.685,0.709,11,-3.578,0,0.0748,0,0.452,0.504,93.047,222213
89,5 Seconds of Summer,Amnesia,0dIOvducp7ujHTqj66cQ3X,0.594,0.497,2,-5.26,1,0.0303,0,0.162,0.101,101.668,237248
90,Olly Murs,Wrapped Up (feat. Travie McCoy),6nM9Sr6MPcfpqwQTD7PZGi,0.787,0.848,1,-4.696,1,0.0549,0,0.15,0.947,121.989,185640
91,A Great Big World,Say Something,5TvE3pk05pyFIGdSY9j4DJ,0.407,0.147,2,-8.822,1,0.0355,2.89e-06,0.0913,0.0765,141.284,229400
92,Alesso,Heroes (we could be),0YzCQcsgj6KqwBHVx1mZrH,0.521,0.754,5,-4.144,1,0.0634,0,0.239,0.352,125.876,209867
93,Alex & Sierra,Little Do You Know,1almCHdsfikRPfVB9VrEdT,0.5,0.292,0,-8.554,1,0.0323,0,0.188,0.37,145.879,185200
94,Ariana Grande,Break Free,1T7Htpf1kEvU9Adf8J0ekk,0.687,0.702,7,-5.324,0,0.0455,4.35e-05,0.204,0.284,129.956,214840
95,Bobby Shmurda,Hot N*gga,19gEmPjfqSZT0ulDRfjl0m,0.794,0.51,9,-7.314,1,0.42,1.81e-06,0.0562,0.18,167.879,194561
96,Calvin Harris,Summer,7b71WsDLb8gG0cSyDTFAEW,0.603,0.861,4,-3.565,0,0.0325,0.043,0.1,0.72,127.962,224507
97,Charli XCX,Boom Clap,0PjkFSNBbpfYRYpAG4uuGb,0.659,0.911,4,-2.28,1,0.0786,0.000304,0.191,0.576,91.999,169866
98,Cold War Kids,First,3omXshBamrREltcf24gYDC,0.468,0.692,2,-4.015,1,0.0295,2.39e-06,0.523,0.561,78.009,200360
99,Labrinth,Jealous,4L2K7JKseFCBoHMZEAszW0,0.435,0.155,1,-8.948,1,0.046,0,0.107,0.0935,128.532,287693
0,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),3AYcyxEACnmE6d96RPubID,0.781,0.526,6,-6.985,0,0.293,0,0.0457,0.662,94.992,235613
1,Robin Thicke,Blurred Lines,5PUvinSo4MNqW7vmomGRS7,0.861,0.504,7,-7.707,1,0.0489,1.78e-05,0.0783,0.881,120.0,263053
2,Imagine Dragons,Radioactive,62yJjFtgkhUrXktIoSjgP2,0.448,0.784,9,-3.686,1,0.0627,0.000108,0.668,0.236,136.245,186813
3,Naughty Boy,La La La,3wPPWcVuinAU7dXcJXtCID,0.772,0.65,6,-5.202,0,0.0306,1.13e-06,0.0905,0.262,125.083,222200
4,Bruno Mars,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5,-4.165,1,0.0431,0,0.309,0.867,143.994,233478
5,Paramore,Ain't It Fun,1j8z4TTjJ1YOdoFEDwJTQa,0.61,0.893,9,-3.681,1,0.0921,4.41e-05,0.021,0.673,104.031,296520
6,Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0,0.0862,0.847,146.078,258343
7,Avicii,Wake Me Up,4h8VwCb1MTGoLKueQ1WgbD,0.532,0.783,2,-5.697,1,0.0523,0.0012,0.161,0.643,124.08,247427
8,The Saturdays,What About Us,4Hsn8y4PcSU6bm9bLB1gwy,0.704,0.68,7,-4.751,1,0.0581,0,0.213,0.689,123.973,220682
9,Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,6XN4MK8CPDnhAPquJtF5cu,0.681,0.835,0,-5.705,0,0.049,0.00183,0.354,0.469,124.047,174853
10,P!nk,Just Give Me a Reason (feat. Nate Ruess),1mKXFLRA179hdOWQBwUk9e,0.778,0.547,2,-7.273,1,0.0489,0.000302,0.132,0.441,95.002,242733
11,Disclosure,White Noise,5EWFuo4ObEnfndc57sTuIo,0.665,0.844,10,-6.164,0,0.0501,0.000215,0.311,0.902,119.978,277688
12,Katy Perry,Roar,6F5c58TMEs1byxUstkzVeM,0.554,0.772,7,-4.821,0,0.0418,6.6e-06,0.354,0.455,179.984,223546
13,One Direction,One Way or Another (Teenage Kicks),3jZomvOBa5qfTo5HkqI1p5,0.489,0.867,4,-3.121,0,0.071,0,0.586,0.409,162.131,157293
14,Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),1oHxIPqJyvAYHy0PVrDU98,0.665,0.886,9,-4.175,0,0.0514,6.24e-05,0.0525,0.53,128.062,240347
15,Nelly,Hey Porsche,7rbWpbXVwY2DFrZpWYPtVj,0.726,0.795,9,-4.653,1,0.029,0,0.698,0.952,115.995,209467
16,Taylor Swift,Everything Has Changed,3Z1kZKYfRC8iRXnYeC5sCJ,0.624,0.458,6,-6.755,1,0.0287,3.89e-06,0.311,0.436,80.016,245413
17,Storm Queen,Look Right Through - MK Vocal Edit,3WG2XcylOzMxoRNwEpmXSe,0.832,0.815,0,-8.035,0,0.081,0.00553,0.263,0.519,119.995,150400
18,Bridgit Mendler,Ready or Not,5xvUgoVED1F4mBu8FL0HaW,0.715,0.872,2,-3.835,1,0.0509,3.84e-05,0.107,0.748,93.043,200947
19,Pitbull,Don't Stop the Party (feat. TJR),3Tu7uWBecS6GsLsL8UONKn,0.722,0.958,4,-3.617,1,0.0912,0,0.375,0.952,127.008,206120
20,Mumford & Sons,I Will Wait,4kbYevkszYmMhoQcwnR7cZ,0.486,0.769,1,-5.14,1,0.0341,0.00832,0.197,0.393,131.286,276720
21,Of Monsters and Men,Little Talks,2ihCaVdNZmnHZWt0fvAM7B,0.457,0.757,1,-5.177,1,0.032,0,0.146,0.417,102.961,266600
22,Eminem,Berzerk,6Xk7PnitV9jCRorWt2LiVZ,0.739,0.872,11,-4.059,0,0.333,0,0.26,0.684,95.084,238746
23,Ylvis,The Fox (What Does the Fox Say?),5HOpkTTVcmZHnthgyxrIL8,0.703,0.867,6,-4.292,1,0.0453,0,0.119,0.546,128.008,213708
24,Blake Shelton,Sure Be Cool If You Did,5yIiXdLRE85OBiQmCaUenq,0.576,0.726,11,-4.625,1,0.035,0,0.108,0.582,136.802,215720
25,OneRepublic,Counting Stars,2tpWsVSb9UEmDRxAl1zhX1,0.664,0.705,1,-4.972,0,0.0382,0,0.118,0.477,122.016,257267
26,Bastille,Pompeii,4Ub8UsjWuewQrPhuepfVpd,0.679,0.715,9,-6.383,1,0.0407,0,0.271,0.571,127.435,214148
27,Eminem,The Monster,48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1,-3.68,0,0.0715,0,0.12,0.624,110.049,250189
28,Lorde,Royals,2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0,0.132,0.337,84.878,190185
29,Passenger,Let Her Go,7DFNE7NO0raLIUbgzY2rzm,0.509,0.538,7,-7.335,1,0.0572,0,0.104,0.244,75.089,252867
30,Miley Cyrus,Wrecking Ball,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0,0.107,0.349,119.964,221360
31,Drake,"Hold On, We're Going Home",6jdOi5U5LBzQrc4c1VT983,0.773,0.414,6,-7.436,0,0.0961,3.4e-05,0.0733,0.289,99.993,227880
32,The Neighbourhood,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0177,0.101,0.398,124.053,240400
33,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2Foc5Q5nqNiosCNqttzHof,0.794,0.811,6,-8.966,0,0.038,1.07e-06,0.101,0.862,116.047,248413
34,Rudimental,Waiting All Night (feat. Ella Eyre),1uWTlK72KKpzsCHhu62OV5,0.544,0.728,6,-5.358,0,0.05,0.00959,0.427,0.281,174.983,292587
35,John Newman,Love Me Again,5TbzAWWc5eJaANpA9kfGCd,0.495,0.894,2,-4.814,0,0.0441,0.000596,0.103,0.213,126.03,239894
36,Ellie Goulding,Burn,2GgxS8bUT5G25QJTsfSv0R,0.559,0.777,1,-5.031,1,0.0432,0,0.105,0.329,87.016,231212
37,Taylor Swift,I Knew You Were Trouble.,6FB3v4YcR57y4tXFcdxI1E,0.622,0.469,3,-6.798,0,0.0363,2.25e-06,0.0335,0.679,77.019,219720
38,will.i.am,Scream & Shout,2iJuuzV8P9Yz0VSurttIV5,0.772,0.685,5,-6.849,1,0.0696,8.96e-05,0.131,0.501,130.033,283400
39,Icona Pop,I Love It (feat. Charli XCX),2U8NXPTXZWG2O0ye2sYRiH,0.711,0.906,8,-2.671,1,0.0284,1.64e-05,0.153,0.824,125.916,157153
40,The Lumineers,Ho Hey,1K3LRUEcUz5FMtPYyg0F45,0.682,0.471,0,-9.182,1,0.0301,0,0.0908,0.421,79.907,163133
41,Rihanna,Stay,0GNI8K3VATWBABQFAzBAYe,0.621,0.31,9,-10.164,0,0.0283,6.12e-05,0.117,0.125,111.893,240707
42,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,6PUIzlqotEmPuBfjbwYWOB,0.572,0.81,1,-5.791,0,0.0558,6.53e-06,0.13,0.11,126.052,214912
43,Jason Derulo,Talk Dirty (feat. 2 Chainz),31JwK4iHCf75rnQWoMPU5t,0.76,0.652,6,-7.321,1,0.232,0,0.307,0.759,100.315,177685
44,Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,1sh6lL6cmlcwhqZKGiKBua,0.509,0.79,6,-3.782,0,0.0374,6.67e-05,0.316,0.638,127.946,208316
45,Miley Cyrus,We Can't Stop,2y4lAQpi5VTNLu2ldeTdUH,0.613,0.622,1,-5.794,0,0.0334,0,0.37,0.484,80.003,231240
46,Calvin Harris,I Need Your Love (feat. Ellie Goulding),05SBRd4fXgn8FX7bf8BCAE,0.695,0.869,8,-5.066,1,0.0483,0,0.237,0.58,124.989,234507
47,Katy Perry,This Is How We Do,5vL0yvddknhGj7IrBc6UTj,0.69,0.636,9,-6.028,0,0.0457,0,0.147,0.8,96.0,204285
48,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),5CMjjywI0eZMixPeqNd75R,0.832,0.659,10,-7.828,0,0.057,0.00114,0.0753,0.674,100.163,353893
49,Lily Allen,Somewhere Only We Know,56N9s9PS6VwGolUnx1CJkv,0.313,0.286,10,-10.593,1,0.0324,0.0451,0.0974,0.287,80.925,208504
50,David Guetta,Play Hard (feat. Ne-Yo & Akon),5YPMEOJ58kfl56VHxTgwx3,0.691,0.921,8,-1.702,0,0.0533,0,0.331,0.8,130.072,201000
51,Jason Derulo,The Other Side,16Ewo7JVhuAUdEKozIQEgT,0.561,0.836,9,-3.939,1,0.1,0,0.136,0.517,127.923,226987
52,One Direction,Best Song Ever,5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,1,-2.986,1,0.0465,0,0.0789,0.486,118.491,200107
53,Klangkarussell,Sonnentanz - Sun Don't Shine,6Qi0Wls2EaolwPMPMxfe5f,0.579,0.549,5,-8.262,0,0.0909,0.0202,0.0964,0.155,119.74,238120
54,Justin Timberlake,Suit & Tie (feat. Jay-Z),6vt0I1cw1YmAIKDJvHVIM5,0.795,0.596,11,-3.799,0,0.219,0,0.164,0.357,101.985,326280
55,Arctic Monkeys,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.000263,0.217,0.405,85.03,272394
56,Bruno Mars,Treasure,55h7vJchibLdUkxdlX3fK7,0.874,0.692,5,-5.28,0,0.0431,7.24e-05,0.324,0.937,116.017,178560
57,Christina Perri,A Thousand Years,1qU8pLmJNC0V2aSOStjWcX,0.421,0.407,10,-7.445,1,0.0267,0.000961,0.11,0.161,139.028,285120
58,Armin van Buuren,This Is What It Feels Like,5GjnIpUlLGEIYk052ISOw9,0.552,0.831,8,-5.217,1,0.0298,2.93e-06,0.0632,0.144,129.889,204360
59,JAY-Z,Holy Grail,1q9bLSeIlGf2xBvbOkp2Wr,0.676,0.534,2,-6.901,0,0.0831,8.59e-06,0.256,0.156,145.082,338413
60,Pitbull,Feel This Moment (feat. Christina Aguilera),0Hf4aIJpsN4Os2f0y0VqWl,0.673,0.758,7,-3.632,1,0.158,0,0.341,0.542,135.956,229507
61,will.i.am,#thatPOWER,01TuObJVd7owWchVRuQbQw,0.797,0.608,6,-6.096,0,0.0584,7.66e-05,0.0748,0.402,127.999,279507
62,Bingo Players,Get Up (Rattle) - Vocal Edit,4W9KBjqf2lyUF6MdX0vsJm,0.801,0.985,7,-2.69,1,0.0645,6.86e-06,0.296,0.722,127.99,166933
63,Macklemore & Ryan Lewis,Same Love - feat. Mary Lambert,01uqI4H13Gsd8Lyl1EYd8H,0.688,0.473,8,-9.059,1,0.167,4.46e-05,0.104,0.299,84.958,318525
64,Baauer,Harlem Shake,01XFgRZfZI7oBagNf1Loml,0.452,0.794,0,-5.151,1,0.0483,0.00182,0.416,0.282,137.825,196664
65,Bastille,Of The Night,7BNDyzwDboNRR2wmd7GSew,0.67,0.829,5,-7.2,0,0.0427,0.000225,0.089,0.349,125.01,214206
66,Taylor Swift,22,6ce41JVa6KFaryfmC2bu2W,0.661,0.729,7,-6.561,1,0.0376,0.0013,0.0477,0.668,103.987,232120
67,The 1975,Chocolate,4WiiRw2PHMNQE0ad6y6GdD,0.614,0.938,11,-4.461,1,0.0611,0,0.368,0.607,100.058,224674
68,Tom Odell,Another Love,3JvKfv6T31zO0ini8iNItO,0.445,0.537,4,-8.532,0,0.04,1.6e-05,0.0944,0.131,122.764,244360
69,Calvin Harris,Thinking About You (feat. Ayah Marar),1KtD0xaLAikgIt5tPbteZQ,0.725,0.874,0,-3.715,0,0.0396,0.000412,0.0958,0.748,127.985,247933
70,2 Chainz,We Own It (Fast & Furious),2OQJKTtrH482waGFmOfJni,0.563,0.902,1,-4.586,0,0.402,0,0.0524,0.559,171.999,227907
71,Sebastian Ingrosso,Reload - Radio Edit,5jyUBKpmaH670zrXrE0wmO,0.485,0.724,9,-4.633,0,0.0521,0,0.0631,0.433,128.045,221273
72,Justin Timberlake,Mirrors,4rHZZAmHpZrA3iH5zx8frV,0.574,0.512,5,-6.664,0,0.0503,0,0.0946,0.512,76.899,484147
73,Bruno Mars,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0,0.088,0.387,72.795,213827
74,Florida Georgia Line,Cruise,5BhsEd82G0Mnim0IUH6xkT,0.457,0.948,10,-3.364,1,0.0354,0,0.0536,0.878,148.0,208960
75,Zedd,Clarity,3InGNOG6JpoYvMBNFKXesG,0.523,0.78,8,-3.464,1,0.0753,0,0.0751,0.193,128.006,271427
76,AWOLNATION,Sail,5xhQChGGhKLWqBqX4XhtYE,0.825,0.435,1,-9.582,1,0.0568,0.609,0.0953,0.243,119.038,259102
77,Ariana Grande,The Way,0S4RKPbRDA72tvKwVdXQqe,0.645,0.878,5,-3.208,0,0.113,0,0.076,0.862,82.324,227027
78,Drake,Started From the Bottom,3dgQqOiQ9fCKVhNOedd2lf,0.794,0.523,8,-7.829,1,0.161,0,0.156,0.56,86.307,174120
79,Selena Gomez,Come & Get It,6LoQHIo74tOzQ8EsLEkhgF,0.546,0.787,7,-4.1,0,0.0517,0.00021,0.0809,0.573,79.979,231987
80,Maroon 5,Daylight,1NNAI51EuoRWw1ydX1zV7S,0.656,0.674,7,-5.473,1,0.0269,0,0.255,0.369,120.001,225067
81,Lil Wayne,Love Me,2XHzzp1j4IfTNp1FTn7YFg,0.669,0.634,11,-6.476,1,0.0327,0,0.0946,0.496,124.906,255053
82,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2E43WFS4rRc09za2r2GmZl,0.558,0.924,9,-4.341,0,0.064,3.32e-06,0.537,0.567,151.99,186827
83,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",4X5f3vT8MRuXF68pfjNte5,0.852,0.693,1,-6.87,1,0.274,0,0.11,0.66,95.967,233787
84,Justin Bieber,Beauty And A Beat,190jyVPHYjAqEaOGmMzdyk,0.602,0.843,0,-4.831,1,0.0593,5.27e-05,0.0682,0.526,128.003,227987
85,Calvin Harris,Sweet Nothing (feat. Florence Welch),24LS4lQShWyixJ0ZrJXfJ5,0.573,0.929,8,-3.942,0,0.109,0.000112,0.0567,0.582,127.934,212560
86,Phillip Phillips,Home,1J6bub4kiTe4h0RCo9IszE,0.606,0.826,0,-6.04,1,0.0307,1.56e-05,0.117,0.322,121.04,210173
87,J. Cole,Power Trip (feat. Miguel),7FOJvA3PxiIU0DN3JjQ7jT,0.667,0.61,1,-7.054,1,0.217,0.000203,0.426,0.465,99.991,241160
88,Demi Lovato,Heart Attack,1V6gIisPpYqgFeWbMLI0bA,0.504,0.785,8,-4.802,1,0.104,0,0.239,0.502,173.968,210840
89,P!nk,Try,1jF7IL57ayN4Ity3jQqGu0,0.673,0.629,2,-7.072,1,0.0299,0,0.0944,0.551,103.998,247907
90,Wale,Bad (feat. Rihanna) - Remix,5yhKaacMZGRo4s6evJx9vk,0.807,0.702,6,-6.594,0,0.0748,0,0.111,0.447,114.038,238827
91,Imagine Dragons,Demons,5qaEfEh1AtSdrdrByCP7qR,0.505,0.71,3,-3.015,1,0.0321,0.00025,0.269,0.428,89.938,177507
92,Flo Rida,I Cry,3zrYNl1aMdFrQkcOjKVr5u,0.693,0.822,4,-5.441,0,0.0439,1.79e-06,0.315,0.763,126.035,223800
93,Ciara,Body Party,0rFZaQ4crlGAzuCjWCQ2xu,0.577,0.576,2,-6.299,1,0.0563,0,0.602,0.12,133.973,234040
94,Paramore,Still into You,1yjY7rpaAQvKwpdUliHx0d,0.602,0.923,5,-3.763,1,0.044,0,0.0561,0.765,136.01,216013
95,Michael Bublé,It's a Beautiful Day,0mvkwaZMP2gAy2ApQLtZRv,0.532,0.795,1,-3.979,1,0.0358,0,0.295,0.78,143.837,199267
96,Kodaline,All I Want,2PwXOevGUSkU8qaYZjgLq2,0.209,0.412,0,-9.733,1,0.0443,0.15,0.0843,0.162,86.26,305747
97,Arctic Monkeys,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,0.691,0.631,2,-6.478,1,0.0368,1.13e-05,0.104,0.8,92.004,161124
98,Avril Lavigne,Here's to Never Growing Up,0rqCCH30sxXPlMYoo2mk2A,0.483,0.871,0,-3.084,1,0.101,0,0.415,0.716,164.986,214080
99,Birdy,Wings,4N5TCcb3z1emeqmg5JCCI3,0.474,0.707,7,-4.534,1,0.0253,0,0.162,0.224,83.235,252107
0,WILLOW,Wait a Minute!,0y60itmpH0aPKsFiGxmtnh,0.764,0.705,3,-5.279,0,0.0278,1.94e-05,0.0943,0.672,101.003,196520
1,Backstreet Boys,I Want It That Way,68y6OIiE1nDdI1MLQdJNh8,0.683,0.687,6,-5.833,0,0.0274,0.0,0.131,0.502,99.035,213027
2,Milky Chance,Stolen Dance,6vECYJHxYmm3Ydt3fF01pE,0.885,0.581,11,-8.813,1,0.0378,0.000204,0.0759,0.728,114.016,313684
3,Zedd,Stay,6uBhi9gBXWjanegOb2Phh0,0.69,0.622,5,-5.025,0,0.0622,0.0,0.116,0.544,102.04,210091
4,Shawn Mendes,In My Blood,2QZ7WLBE8h2y1Y5Fb8RYbH,0.622,0.712,5,-7.321,1,0.066,0.0,0.13,0.487,140.025,211360
5,Lady Gaga,Poker Face,0WfKDYeUAoLA3vdvLKKWMW,0.851,0.806,4,-4.618,1,0.0786,1.33e-06,0.121,0.776,119.001,237200
6,Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.0,0.34,0.218,83.903,239836
7,Marshmello,FRIENDS,08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9,-2.384,0,0.0504,0.0,0.128,0.534,95.079,202621
8,Kygo,It Ain’t Me (with Selena Gomez),12GEpg2XOPyqk03JZEZnJs,0.64,0.533,0,-6.596,1,0.0706,0.0,0.0864,0.515,99.968,220781
9,Ariana Grande,God is a woman,5OCJzvD7sykQEKHH7qAC3C,0.602,0.658,1,-5.934,1,0.0558,6e-05,0.237,0.268,145.031,197547
10,Alessia Cara,Scars To Your Beautiful,0prNGof3XqfTvNDxHonvdK,0.573,0.739,0,-5.74,1,0.129,0.0,0.111,0.451,97.085,230227
11,Khalid,Location,152lZdxL1OR0ZMW6KquMif,0.736,0.449,1,-11.462,0,0.425,0.000162,0.0898,0.326,80.126,219080
12,Lady Gaga,Just Dance,6HkjpGIOHv4y0IBAxUbE5z,0.822,0.737,1,-4.542,0,0.0314,4.19e-05,0.18,0.753,118.994,241933
13,Dua Lipa,IDGAF,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7,-5.975,1,0.0943,0.0,0.0824,0.51,97.028,217947
14,Britney Spears,Criminal,6T689Jvh5KrSXyaPtUWZtQ,0.696,0.734,7,-5.294,1,0.0298,0.0,0.183,0.711,107.987,225080
15,Billie Eilish,ocean eyes,7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,4,-7.65,0,0.041,0.0317,0.084,0.169,144.892,200379
16,Ariana Grande,breathin,4OafepJy2teCjYJbvFE60J,0.568,0.656,8,-5.413,1,0.0433,1.37e-05,0.213,0.364,100.049,198160
17,The 1975,Somebody Else,5hc71nKsUgtwQ3z52KEKQk,0.61,0.788,0,-5.724,1,0.0585,0.0142,0.153,0.472,101.045,347520
18,Coldplay,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,0.551,0.636,6,-7.125,1,0.0281,0.00203,0.217,0.153,124.996,268467
19,Lady Gaga,Telephone,7rl7ao5pb9BhvAzPdWStxi,0.825,0.832,5,-5.853,0,0.0403,0.000789,0.114,0.713,122.021,220627
20,Dua Lipa,New Rules,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,1.56e-05,0.153,0.608,116.073,209320
21,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.0,0.112,0.437,107.01,184732
22,Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.0,0.095,0.12,115.284,200186
23,Ariana Grande,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,9,-5.507,0,0.0594,3.11e-06,0.294,0.354,121.993,205920
24,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.0,0.167,0.671,100.015,214290
25,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0.0,0.109,0.222,119.972,340707
26,Lady Gaga,Born This Way,6r2BECwMgEoRb5yLfp0Hca,0.587,0.828,11,-5.108,1,0.161,0.0,0.331,0.494,123.907,260253
27,Cheat Codes,No Promises (feat. Demi Lovato),5lNuqFVMca4vPupY10cH0J,0.739,0.619,10,-6.669,1,0.162,0.0,0.105,0.58,112.961,222787
28,Julia Michaels,Issues,7vu0JkJh0ldukEYbTVcqd0,0.728,0.415,8,-6.852,1,0.0639,0.0,0.0616,0.455,114.145,176320
29,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,11,-3.105,0,0.0571,0.0,0.0943,0.872,101.018,223413
30,Childish Gambino,Redbone,0wXuerDYiBnERgIpbb3JBR,0.743,0.347,1,-11.174,1,0.121,0.00951,0.103,0.572,160.143,326933
31,Maroon 5,Sugar,2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,1,-7.055,1,0.0334,0.0,0.0863,0.884,120.076,235493
32,Disclosure,Latch,51ODNNDZm21HU7wI7cccRr,0.503,0.727,1,-5.456,1,0.167,9.45e-05,0.0895,0.521,121.985,255632
33,Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,-4.946,1,0.0597,0.000194,0.0926,0.552,96.924,232187
34,benny blanco,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,6,-7.648,0,0.321,0.0,0.116,0.319,89.391,173800
35,Noah Kahan,Hurt Somebody,7apizLyhMRutg3ccXvr2qv,0.633,0.559,6,-5.135,1,0.313,0.0,0.262,0.473,114.987,168640
36,Katy Perry,Last Friday Night (T.G.I.F.),455AfCsOhhLPRc68sE01D8,0.649,0.815,3,-3.796,0,0.0415,4.31e-05,0.671,0.765,126.03,230747
37,Bazzi,Mine,7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0.0722,2.77e-06,0.451,0.717,142.929,131064
38,Maroon 5,What Lovers Do (feat. SZA),2j5hsQvApottzvTn4pFJWF,0.799,0.597,5,-5.131,0,0.0611,5.66e-06,0.1,0.419,110.001,199849
39,James Arthur,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0.0,0.0902,0.494,85.043,211467
40,Drake,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0.125,6e-05,0.396,0.35,91.03,217925
41,Lauv,I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,0.752,0.505,9,-7.621,1,0.253,2.55e-06,0.104,0.419,91.97,197437
42,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,1NDxZ7cFAo481dtYWdrUnR,0.703,0.868,7,-4.661,0,0.0291,0.132,0.104,0.733,121.03,193613
